date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter
1/1/2019,,,,113357,114173,139634,35804,,,,,,
2/1/2019,,,,182715,169316,274224,31859,,,,,,
3/1/2019,,,,187904,175304,286469,31893,,,,,,
4/1/2019,,,,198420,187891,304755,34121,,,,,,
5/1/2019,,,,120773,112660,145036,29950,,,,,,
6/1/2019,,,,101145,95913,120032,25342,,,,,,
7/1/2019,,,,197569,184365,301290,31988,,,,,,
8/1/2019,,,,196879,185920,304680,31792,,,,,,
9/1/2019,,,,197314,188770,307069,32305,,,,,,
10/1/2019,,,,198876,189818,310510,32057,,,,,,
11/1/2019,,,,209859,204378,326471,33265,,,,,,
12/1/2019,,,,124608,123932,152720,30671,,,,,,
13/1/2019,,,,106718,108346,127805,27235,,,,,,
14/1/2019,,,,199162,192036,306455,32172,,,,,,
15/1/2019,,,,195405,189880,305742,31260,,,,,,
16/1/2019,,,,198901,194697,311279,31612,,,,,,
17/1/2019,,,,201926,194701,314277,31234,,,,,,
18/1/2019,,,,217270,212546,330484,35981,,,,,,
19/1/2019,,,,130758,127306,157194,30339,,,,,,
20/1/2019,,,,105012,110488,125599,27159,,,,,,
21/1/2019,,,,103443,106077,125094,23836,,,,,,
22/1/2019,,,,196298,189718,304452,31245,,,,,,
23/1/2019,,,,197309,193904,308968,31051,,,,,,
24/1/2019,,,,198692,193784,313285,32338,,,,,,
25/1/2019,,,,215764,210356,332682,36334,,,,,,
26/1/2019,,,,136301,133944,161765,33508,,,,,,
27/1/2019,,,,107763,114660,128906,27630,,,,,,
28/1/2019,,,,201365,193349,311540,32889,,,,,,
29/1/2019,,,,201416,197553,317389,33093,,,,,,
30/1/2019,,,,203261,200482,320084,33103,,,,,,
31/1/2019,,,,216817,209858,324593,35298,,,,,,
1/2/2019,,,,133281,134808,176585,24817,,,,,,
2/2/2019,,,,116729,110338,130286,27648,,,,,,
3/2/2019,,,,103011,97759,119030,27508,,,,,,
4/2/2019,,,,139596,124890,200211,32076,,,,,,
5/2/2019,,,,102683,98115,142522,33484,,,,,,
6/2/2019,,,,96384,91478,118858,27009,,,,,,
7/2/2019,,,,149863,142324,229122,31452,,,,,,
8/2/2019,,,,157270,149732,245190,31909,,,,,,
9/2/2019,,,,109346,104722,134543,27174,,,,,,
10/2/2019,,,,99421,94513,115661,22790,,,,,,
11/2/2019,,,,195601,187579,303415,31101,,,,,,
12/2/2019,,,,195645,191843,308682,31333,,,,,,
13/2/2019,,,,193979,190300,307471,31183,,,,,,
14/2/2019,,,,198331,199824,315114,33229,,,,,,
15/2/2019,,,,209305,205707,326085,35781,,,,,,
16/2/2019,,,,132846,130475,160601,30697,,,,,,
17/2/2019,,,,107138,104056,132422,25363,,,,,,
18/2/2019,,,,196753,196520,271155,35571,,,,,,
19/2/2019,,,,178768,157389,294107,32237,,,,,,
20/2/2019,,,,199157,196053,312133,32399,,,,,,
21/2/2019,,,,200226,197214,313732,31764,,,,,,
22/2/2019,,,,212795,209391,330890,35687,,,,,,
23/2/2019,,,,125301,122615,156854,29840,,,,,,
24/2/2019,,,,104184,104368,126762,25721,,,,,,
25/2/2019,,,,198840,191436,308389,32058,,,,,,
26/2/2019,,,,197991,192901,312558,31574,,,,,,
27/2/2019,,,,198505,195542,313176,32549,,,,,,
28/2/2019,,,,201166,197248,317961,33380,,,,,,
1/3/2019,,,,217456,213982,336857,37968,,,,,,
2/3/2019,,,,134544,130713,165206,33679,,,,,,
3/3/2019,,,,111588,108332,137573,28642,,,,,,
4/3/2019,,,,197801,192865,307273,32552,,,,,,
5/3/2019,,,,200357,193701,314642,33206,,,,,,
6/3/2019,,,,203100,199792,319435,33651,,,,,,
7/3/2019,,,,204283,199036,319841,35364,,,,,,
8/3/2019,,,,223645,220947,343280,39461,,,,,,
9/3/2019,,,,132857,126214,159221,34063,,,,,,
10/3/2019,,,,109988,103224,128440,27606,,,,,,
11/3/2019,,,,201798,192667,310035,32928,,,,,,
12/3/2019,,,,200905,197370,316228,33031,,,,,,
13/3/2019,,,,200456,197359,315024,32369,,,,,,
14/3/2019,,,,201577,198948,312119,32572,,,,,,
15/3/2019,,,,233271,211468,334809,35659,,,,,,
16/3/2019,,,,160425,131162,161990,34126,,,,,,
17/3/2019,,,,130314,104384,129970,26051,,,,,,
18/3/2019,,,,197854,190320,303053,32068,,,,,,
19/3/2019,,,,197216,192269,310379,32345,,,,,,
20/3/2019,,,,200186,195318,311704,32786,,,,,,
21/3/2019,,,,202089,198312,316024,37280,,,,,,
22/3/2019,,,,218157,214748,330716,35980,,,,,,
23/3/2019,,,,130663,123197,152413,29100,,,,,,
24/3/2019,,,,104866,101601,124368,24332,,,,,,
25/3/2019,,,,194363,190074,297773,33848,,,,,,
26/3/2019,,,,194677,193744,306973,33964,,,,,,
27/3/2019,,,,198831,198920,309805,33891,,,,,,
28/3/2019,,,,199485,196676,311555,35043,,,,,,
29/3/2019,,,,238981,242298,340778,37946,,,,,,
30/3/2019,,,,152283,128946,166120,31514,,,,,,
31/3/2019,,,,123681,104480,134139,25965,,,,,,
1/4/2019,,,,205245,190815,306373,31777,,,,,,
2/4/2019,,,,207847,197166,317075,33265,,,,,,
3/4/2019,,,,211684,200319,322013,32886,,,,,,
4/4/2019,,,,212319,201210,322939,34392,,,,,,
5/4/2019,,,,229860,214867,340221,39335,,,,,,
6/4/2019,,,,160353,130768,172325,33828,,,,,,
7/4/2019,,,,130957,109808,139908,29366,,,,,,
8/4/2019,,,,202323,194782,312395,33474,,,,,,
9/4/2019,,,,200751,197901,317200,32767,,,,,,
10/4/2019,,,,200386,198312,318125,32572,,,,,,
11/4/2019,,,,201013,198606,316672,32376,,,,,,
12/4/2019,,,,213747,209837,333770,36728,,,,,,
13/4/2019,,,,155043,123642,166605,31381,,,,,,
14/4/2019,,,,113787,107228,137712,28599,,,,,,
15/4/2019,,,,200342,190762,308053,33609,,,,,,
16/4/2019,,,,199017,192672,313531,32443,,,,,,
17/4/2019,,,,198520,193438,313730,32576,,,,,,
18/4/2019,,,,199315,194390,316735,32675,,,,,,
19/4/2019,,,,209956,206110,328474,38612,,,,,,
20/4/2019,,,,126409,120236,153408,30547,,,,,,
21/4/2019,,,,108371,101519,128759,26289,,,,,,
22/4/2019,,,,196368,187208,303587,33991,,,,,,
23/4/2019,,,,194416,189231,307655,31589,,,,,,
24/4/2019,,,,200264,198913,314979,33584,,,,,,
25/4/2019,,,,201047,196071,314855,34681,,,,,,
26/4/2019,,,,220087,211446,328788,39144,,,,,,
27/4/2019,,,,148493,134471,167022,34317,,,,,,
28/4/2019,,,,114793,106221,132350,28466,,,,,,
29/4/2019,,,,201303,191921,311052,35497,,,,,,
30/4/2019,,,,207805,204609,322908,39020,,,,,,
1/5/2019,,,,135451,135733,154302,35264,,,,,,
2/5/2019,,,,213318,203184,328376,37180,,,,,,
3/5/2019,,,,229453,217969,346726,40923,,,,,,
4/5/2019,,,,149913,128447,165331,33327,,,,,,
5/5/2019,,,,119501,106250,129839,27341,,,,,,
6/5/2019,,,,193188,184983,293625,29534,,,,,,
7/5/2019,,,,200326,191637,306966,30220,,,,,,
8/5/2019,,,,199550,194259,308408,30088,,,,,,
9/5/2019,,,,200581,195436,309213,28430,,,,,,
10/5/2019,,,,212807,209094,323111,32359,,,,,,
11/5/2019,,,,120057,106596,135841,25101,,,,,,
12/5/2019,,,,102042,90511,112571,21829,,,,,,
13/5/2019,,,,195651,189235,302425,29371,,,,,,
14/5/2019,,,,198640,192921,308101,29935,,,,,,
15/5/2019,,,,200154,194298,311313,29663,,,,,,
16/5/2019,,,,203075,195710,311273,30333,,,,,,
17/5/2019,,,,219217,212295,328270,32860,,,,,,
18/5/2019,,,,129118,108974,138106,26179,,,,,,
19/5/2019,,,,105922,94901,116418,25986,,,,,,
20/5/2019,,,,101298,92033,112665,20919,,,,,,
21/5/2019,,,,181172,171055,262881,27911,,,,,,
22/5/2019,,,,107977,97824,122774,20569,,,,,,
23/5/2019,,,,202477,192861,307464,29857,,,,,,
24/5/2019,,,,217897,210308,328454,33016,,,,,,
25/5/2019,,,,145493,119347,152077,27337,,,,,,
26/5/2019,,,,124385,101734,125480,25993,,,,,,
27/5/2019,,,,206027,195618,311648,33911,,,,,,
28/5/2019,,,,206520,199063,319008,33538,,,,,,
29/5/2019,,,,209382,204037,319730,34171,,,,,,
30/5/2019,,,,207701,203725,321934,35097,,,,,,
31/5/2019,,,,220204,215295,331805,37263,,,,,,
1/6/2019,,,,147554,118897,156277,30338,,,,,,
2/6/2019,,,,120712,101592,128493,29060,,,,,,
3/6/2019,,,,177463,165676,253244,33891,,,,,,
4/6/2019,,,,161474,152340,219687,33778,,,,,,
5/6/2019,,,,101031,110796,146230,27618,,,,,,
6/6/2019,,,,100668,106402,139081,29320,,,,,,
7/6/2019,,,,135225,135153,187797,30229,,,,,,
8/6/2019,,,,98302,99511,120294,24597,,,,,,
9/6/2019,,,,97557,96217,114728,21515,,,,,,
10/6/2019,,,,183372,178297,268886,28897,,,,,,
11/6/2019,,,,198161,189932,297717,30649,,,,,,
12/6/2019,,,,198286,196442,306613,31290,,,,,,
13/6/2019,,,,199285,196975,309099,31067,,,,,,
14/6/2019,,,,210190,210887,323324,33622,,,,,,
15/6/2019,,,,126345,125207,147057,27518,,,,,,
16/6/2019,,,,104970,102366,121607,23573,,,,,,
17/6/2019,,,,199277,195025,306584,31121,,,,,,
18/6/2019,,,,201181,198007,315968,30941,,,,,,
19/6/2019,,,,204388,202709,321455,33375,,,,,,
20/6/2019,,,,203806,200984,321595,34117,,,,,,
21/6/2019,,,,217381,217752,333322,36665,,,,,,
22/6/2019,,,,135017,131673,156379,29369,,,,,,
23/6/2019,,,,114790,106698,126129,24747,,,,,,
24/6/2019,,,,179236,157649,282823,32731,,,,,,
25/6/2019,,,,202288,200250,314328,32702,,,,,,
26/6/2019,,,,204467,205837,318462,32320,,,,,,
27/6/2019,,,,205621,206155,319535,33636,,,,,,
28/6/2019,,,,220591,222749,338865,38020,,,,,,
29/6/2019,,,,139646,141483,166462,33289,,,,,,
30/6/2019,,,,118580,120030,138523,28361,,,,,,
1/7/2019,,,,206240,202287,313644,34152,,,,,,
2/7/2019,,,,204731,203875,318912,33155,,,,,,
3/7/2019,,,,206019,208694,323874,34580,,,,,,
4/7/2019,,,,206679,208680,327436,34371,,,,,,
5/7/2019,,,,225277,228075,350399,40011,,,,,,
6/7/2019,,,,156601,145090,181921,34690,,,,,,
7/7/2019,,,,118050,118153,136371,29491,,,,,,
8/7/2019,,,,208335,205816,319218,36097,,,,,,
9/7/2019,,,,206291,207637,321242,34172,,,,,,
10/7/2019,,,,205018,210849,324807,34814,,,,,,
11/7/2019,,,,205382,208949,324597,34539,,,,,,
12/7/2019,,,,226326,228301,348340,39244,,,,,,
13/7/2019,,,,138415,140499,175782,32331,,,,,,
14/7/2019,,,,112109,113531,139093,27656,,,,,,
15/7/2019,,,,206579,204208,317127,33905,,,,,,
16/7/2019,,,,202785,204118,319251,32553,,,,,,
17/7/2019,,,,206487,209365,322933,33676,,,,,,
18/7/2019,,,,206955,207655,326934,34254,,,,,,
19/7/2019,,,,220002,224094,342441,36807,,,,,,
20/7/2019,,,,130646,131312,157147,29337,,,,,,
21/7/2019,,,,107384,106549,125746,24647,,,,,,
22/7/2019,,,,202326,198820,314056,33064,,,,,,
23/7/2019,,,,201995,203705,319810,32590,,,,,,
24/7/2019,,,,202907,204908,321532,32996,,,,,,
25/7/2019,,,,206953,206216,327835,34344,,,,,,
26/7/2019,,,,226291,224807,346788,38744,,,,,,
27/7/2019,,,,181336,137225,171755,33003,,,,,,
28/7/2019,,,,113715,114675,134700,30407,,,,,,
29/7/2019,,,,196671,196756,299820,34764,,,,,,
30/7/2019,,,,112075,121673,139845,26337,,,,,,
31/7/2019,,,,206642,202720,321874,34074,,,,,,
1/8/2019,,,,206290,205494,324130,33974,,,,,,
2/8/2019,,,,219047,220429,341205,37326,,,,,,
3/8/2019,,,,135102,131183,163883,31754,,,,,,
4/8/2019,,,,111183,106098,131532,26542,,,,,,
5/8/2019,,,,205543,202861,320013,34030,,,,,,
6/8/2019,,,,205029,204220,324338,33438,,,,,,
7/8/2019,,,,208056,209389,325430,34241,,,,,,
8/8/2019,,,,214012,210683,332273,35730,,,,,,
9/8/2019,,,,233402,231682,347450,40048,,,,,,
10/8/2019,,,,130949,127441,148139,31871,,,,,,
11/8/2019,,,,107846,116210,136020,32376,,,,,,
12/8/2019,,,,110487,115075,132383,27074,,,,,,
13/8/2019,,,,189391,191288,287637,31604,,,,,,
14/8/2019,,,,198949,203351,311820,35244,,,,,,
15/8/2019,,,,203952,208703,322006,37436,,,,,,
16/8/2019,,,,208329,213986,326949,36905,,,,,,
17/8/2019,,,,139642,126704,160816,29418,,,,,,
18/8/2019,,,,105868,103757,124744,24419,,,,,,
19/8/2019,,,,202151,198128,312418,32310,,,,,,
20/8/2019,,,,200783,199596,317255,33328,,,,,,
21/8/2019,,,,202092,202776,319855,34302,,,,,,
22/8/2019,,,,204858,204584,327419,36703,,,,,,
23/8/2019,,,,215310,215383,337649,39149,,,,,,
24/8/2019,,,,132392,128064,161421,31613,,,,,,
25/8/2019,,,,105855,106170,130971,27208,,,,,,
26/8/2019,,,,200830,198558,314404,34911,,,,,,
27/8/2019,,,,200860,201545,318758,35092,,,,,,
28/8/2019,,,,203171,204147,320276,35039,,,,,,
29/8/2019,,,,206195,205260,323181,36746,,,,,,
30/8/2019,,,,239780,226389,336081,42462,,,,,,
31/8/2019,,,,130203,137105,157237,36995,,,,,,
1/9/2019,,,,109399,114032,132125,31250,,,,,,
2/9/2019,,,,111950,106456,128923,25069,,,,,,
3/9/2019,,,,198633,194378,305003,33267,,,,,,
4/9/2019,,,,199500,200166,311893,33784,,,,,,
5/9/2019,,,,202333,201419,313881,34631,,,,,,
6/9/2019,,,,231864,220867,336870,38972,,,,,,
7/9/2019,,,,151491,131342,160811,32580,,,,,,
8/9/2019,,,,131942,118293,141862,31791,,,,,,
9/9/2019,,,,109299,111329,129724,25327,,,,,,
10/9/2019,,,,219570,201480,313362,34250,,,,,,
11/9/2019,,,,201990,204092,313226,33671,,,,,,
12/9/2019,,,,204719,205272,318064,34417,,,,,,
13/9/2019,,,,229205,220812,335426,38897,,,,,,
14/9/2019,,,,148881,125436,157164,31339,,,,,,
15/9/2019,,,,109530,115038,134168,30260,,,,,,
16/9/2019,,,,108528,109475,128690,25396,,,,,,
17/9/2019,,,,198566,197304,304026,32824,,,,,,
18/9/2019,,,,197265,200833,308099,34218,,,,,,
19/9/2019,,,,191367,197453,301043,34449,,,,,,
20/9/2019,,,,203482,208026,315313,38193,,,,,,
21/9/2019,,,,125702,125723,150278,30478,,,,,,
22/9/2019,,,,101176,102947,119962,24860,,,,,,
23/9/2019,,,,196337,195137,301297,33966,,,,,,
24/9/2019,,,,196912,198857,311940,34432,,,,,,
25/9/2019,,,,198886,203745,314682,35168,,,,,,
26/9/2019,,,,204790,204872,319728,36602,,,,,,
27/9/2019,,,,224414,222079,341312,41130,,,,,,
28/9/2019,,,,146496,134629,166196,35722,,,,,,
29/9/2019,,,,126166,112558,145896,30270,,,,,,
30/9/2019,,,,201831,200735,310286,36146,,,,,,
1/10/2019,,,,203898,204874,318464,38047,,,,,,
2/10/2019,,,,206887,210685,321518,37135,,,,,,
3/10/2019,,,,206964,210172,323530,38533,,,,,,
4/10/2019,,,,224477,232065,345079,43074,,,,,,
5/10/2019,,,,146600,140262,170164,34260,,,,,,
6/10/2019,,,,118598,117482,143272,31279,,,,,,
7/10/2019,,,,206879,206312,316953,39762,,,,,,
8/10/2019,,,,206248,210697,322950,39919,,,,,,
9/10/2019,,,,210187,215907,329192,41187,,,,,,
10/10/2019,,,,211835,216606,330452,41228,,,,,,
11/10/2019,,,,229245,236078,352328,46415,,,,,,
12/10/2019,,,,144240,140177,169655,35278,,,,,,
13/10/2019,,,,117250,119607,140845,29907,,,,,,
14/10/2019,,,,209903,209954,323347,39890,,,,,,
15/10/2019,,,,209617,212206,329281,39267,,,,,,
16/10/2019,,,,211590,214274,329515,38299,,,,,,
17/10/2019,,,,212513,214118,332981,39651,,,,,,
18/10/2019,,,,225616,230243,349439,43008,,,,,,
19/10/2019,,,,137092,136364,167092,33839,,,,,,
20/10/2019,,,,120079,116641,140329,30387,,,,,,
21/10/2019,,,,209023,204630,318447,37832,,,,,,
22/10/2019,,,,209860,209483,326565,37443,,,,,,
23/10/2019,,,,213635,212810,331042,39452,,,,,,
24/10/2019,,,,222650,221058,335365,41171,,,,,,
25/10/2019,,,,237448,237339,347715,45625,,,,,,
26/10/2019,,,,139094,132337,158451,34639,,,,,,
27/10/2019,,,,113955,123836,141201,34661,,,,,,
28/10/2019,,,,108681,114070,128063,27749,,,,,,
29/10/2019,,,,194294,197436,294670,36985,,,,,,
30/10/2019,,,,202648,209290,313213,37992,,,,,,
31/10/2019,,,,205205,213696,320142,37038,,,,,,
1/11/2019,,,,222640,226553,337302,45962,,,,,,
2/11/2019,,,,185297,135360,167889,37344,,,,,,
3/11/2019,,,,122449,118090,143421,33607,,,,,,
4/11/2019,,,,210396,209314,317551,41947,,,,,,
5/11/2019,,,,208905,211663,321727,41536,,,,,,
6/11/2019,,,,209303,215496,324817,40852,,,,,,
7/11/2019,,,,213348,215992,327809,42148,,,,,,
8/11/2019,,,,226778,228917,331333,49270,,,,,,
9/11/2019,,,,136970,132874,159433,37451,,,,,,
10/11/2019,,,,119522,119373,142461,32592,,,,,,
11/11/2019,,,,208544,210746,316253,41498,,,,,,
12/11/2019,,,,207274,209721,322491,39868,,,,,,
13/11/2019,,,,208366,215808,325373,40435,,,,,,
14/11/2019,,,,236376,215769,331392,39078,,,,,,
15/11/2019,,,,222697,231690,345150,47665,,,,,,
16/11/2019,,,,134678,134761,166050,35960,,,,,,
17/11/2019,,,,115570,117299,138231,31757,,,,,,
18/11/2019,,,,205893,207757,321000,39980,,,,,,
19/11/2019,,,,258313,211209,334252,40710,,,,,,
20/11/2019,,,,206109,217321,329008,40322,,,,,,
21/11/2019,,,,206737,213839,325275,40248,,,,,,
22/11/2019,,,,217402,225728,341447,43609,,,,,,
23/11/2019,,,,145595,133716,163670,32699,,,,,,
24/11/2019,,,,113359,117422,138576,30836,,,,,,
25/11/2019,,,,203328,206138,314332,41727,,,,,,
26/11/2019,,,,203241,211084,321178,41700,,,,,,
27/11/2019,,,,208007,218208,327280,43046,,,,,,
28/11/2019,,,,209634,220514,328032,43099,,,,,,
29/11/2019,,,,222561,235663,346058,49115,,,,,,
30/11/2019,,,,145776,147928,173098,39336,,,,,,
1/12/2019,,,,126630,128643,146621,37765,,,,,,
2/12/2019,,,,208603,209664,315424,43694,,,,,,
3/12/2019,,,,207474,212056,324226,43306,,,,,,
4/12/2019,,,,208525,219127,304015,45023,,,,,,
5/12/2019,,,,211179,217847,325192,44724,,,,,,
6/12/2019,,,,223963,226421,339415,50060,,,,,,
7/12/2019,,,,166164,147098,179904,42220,,,,,,
8/12/2019,,,,128096,131022,153735,37720,,,,,,
9/12/2019,,,,207216,210096,314992,44815,,,,,,
10/12/2019,,,,207507,213561,319919,44163,,,,,,
11/12/2019,,,,204559,217051,302502,50303,,,,,,
12/12/2019,,,,209456,218305,324354,44978,,,,,,
13/12/2019,,,,215684,223046,330073,47556,,,,,,
14/12/2019,,,,149301,137628,168594,40022,,,,,,
15/12/2019,,,,119894,124122,141940,36731,,,,,,
16/12/2019,,,,201756,205468,308131,44612,,,,,,
17/12/2019,,,,202463,211454,315051,44986,,,,,,
18/12/2019,,,,207913,217830,321476,44324,,,,,,
19/12/2019,,,,207078,216453,320389,45122,,,,,,
20/12/2019,,,,222672,228935,336905,49874,,,,,,
21/12/2019,,,,158567,151792,204268,41227,,,,,,
22/12/2019,,,,130198,129559,169433,36414,,,,,,
23/12/2019,,,,200740,203066,298121,48520,,,,,,
24/12/2019,,,,201387,212835,301004,50413,,,,,,
25/12/2019,,,,131225,156278,158712,46382,,,,,,
26/12/2019,,,,187105,189001,276860,44441,,,,,,
27/12/2019,,,,196095,195650,286072,46197,,,,,,
28/12/2019,,,,132000,125578,151058,38149,,,,,,
29/12/2019,,,,113710,114298,132187,34266,,,,,,
30/12/2019,,,,185582,189671,276014,45078,,,,,,
31/12/2019,,,,234204,250467,346406,60517,,,,,,
1/1/2020,,,,121747,134681,147877,42974,,,,,,
2/1/2020,,,,190649,194338,286320,42311,,,,,,
3/1/2020,,,,201790,207674,306157,43902,,,,,,
4/1/2020,,,,124779,125644,148430,32188,,,,,,
5/1/2020,,,,106788,108382,124886,28627,,,,,,
6/1/2020,,,,206219,209741,314964,40754,,,,,,
7/1/2020,,,,207455,213175,323376,41225,,,,,,
8/1/2020,,,,209607,216839,326629,42055,,,,,,
9/1/2020,,,,210306,218006,328124,43894,,,,,,
10/1/2020,,,,223495,232263,348674,46303,,,,,,
11/1/2020,,,,135136,141644,163074,36530,,,,,,
12/1/2020,,,,114429,123761,136067,33022,,,,,,
13/1/2020,,,,211032,219223,327535,42329,,,,,,
14/1/2020,,,,209704,220997,332621,41568,,,,,,
15/1/2020,,,,208418,220141,330542,42058,,,,,,
16/1/2020,,,,213161,222615,334507,43935,,,,,,
17/1/2020,,,,224279,239564,351479,47578,,,,,,
18/1/2020,,,,140721,149917,164279,37954,,,,,,
19/1/2020,,,,113073,126834,136700,32233,,,,,,
20/1/2020,,,,211886,222539,328188,43673,,,,,,
21/1/2020,,,,210979,224498,331467,42647,,,,,,
22/1/2020,,,,217668,233039,336174,43064,,,,,,
23/1/2020,,,,204178,213870,306105,41794,,,,,,
24/1/2020,,,,171416,159166,235764,39481,,,,,,
25/1/2020,,,,108129,104220,132816,36283,,,,,,
26/1/2020,,,,98225,98233,120696,34074,,,,,,
27/1/2020,,,,99186,94079,111374,28423,,,,,,
28/1/2020,,,,157878,157392,241121,35123,,,,,,
29/1/2020,,,,164411,166486,259281,35026,,,,,,
30/1/2020,,,,182480,186400,282278,36835,,,,,,
31/1/2020,,,,190294,191296,277512,38895,,,,,,
1/2/2020,,,,107899,106276,125818,27754,,,,,,
2/2/2020,,,,100012,97819,114564,25535,,,,,,
3/2/2020,,,,200007,205574,308653,38716,,,,,,
4/2/2020,,,,202182,209448,317549,39769,,,,,,
5/2/2020,,,,203820,212546,318315,39999,,,,,,
6/2/2020,,,,207245,214207,322595,40763,,,,,,
7/2/2020,,,,216633,221718,314049,42999,,,,,,
8/2/2020,,,,117586,118307,138608,31670,,,,,,
9/2/2020,,,,110719,106094,128706,28797,,,,,,
10/2/2020,,,,204497,210397,313487,41436,,,,,,
11/2/2020,,,,203530,213174,318373,40889,,,,,,
12/2/2020,,,,204706,214499,320454,40446,,,,,,
13/2/2020,,,,205583,214050,322813,40689,,,,,,
14/2/2020,,,,220430,235391,343242,47210,,,,,,
15/2/2020,,,,125749,127822,150565,31935,,,,,,
16/2/2020,,,,105583,105982,121879,27070,,,,,,
17/2/2020,,,,203720,210177,314239,39666,,,,,,
18/2/2020,,,,201615,209716,318193,40096,,,,,,
19/2/2020,,,,203991,209862,321757,40900,,,,,,
20/2/2020,,,,206536,213907,322698,41507,,,,,,
21/2/2020,,,,218057,226544,335549,43267,,,,,,
22/2/2020,,,,127509,124969,147875,31302,,,,,,
23/2/2020,,,,102108,102752,121061,25864,,,,,,
24/2/2020,,,,200512,207457,311327,39355,,,,,,
25/2/2020,,,,201721,209938,317777,39129,,,,,,
26/2/2020,,,,202457,212240,319794,39071,,,,,,
27/2/2020,,,,204757,212974,320994,40133,,,,,,
28/2/2020,,,,220077,231418,338381,45117,,,,,,
29/2/2020,,,,132066,133697,159108,34457,,,,,,
1/3/2020,,,,112593,110481,130646,29506,,,,,,
2/3/2020,,,,205190,209501,312966,40823,,,,,,
3/3/2020,,,,204296,212394,316525,39771,,,,,,
4/3/2020,,,,205303,211636,315914,40629,,,,,,
5/3/2020,,,,204795,212858,310527,40616,,,,,,
6/3/2020,,,,216070,221441,322265,43054,,,,,,
7/3/2020,,,,123769,112639,135989,29122,,,,,,
8/3/2020,,,,106171,99360,122382,26465,,,,,,
9/3/2020,,,,198406,198508,297116,37469,,,,,,
10/3/2020,,,,197495,200794,300829,37040,,,,,,
11/3/2020,,,,195238,196921,296463,38019,,,,,,
12/3/2020,,,,192315,195544,290357,35869,,,,,,
13/3/2020,,,,200794,202807,295429,37033,,,,,,
14/3/2020,,,,101154,93413,113762,22784,,,,,,
15/3/2020,,,,85059,76254,93910,19802,,,,,,
16/3/2020,,,,162415,158795,236703,28358,,,,,,
17/3/2020,,,,148840,140085,207362,28699,,,,,,
18/3/2020,,,,59073,47917,78308,10388,,,,,,
19/3/2020,,,,41991,34138,56173,7188,,,,,,
20/3/2020,,,,31881,25579,41850,5567,,,,,,
21/3/2020,,,,15277,11377,17465,3050,,,,,,
22/3/2020,,,,9517,7338,10477,2082,,,,,,
23/3/2020,,,,19924,16133,26778,3573,,,,,,
24/3/2020,,,,17793,14269,22941,3212,,,,,,
25/3/2020,,,,14756,11606,19728,2626,,,,,,
26/3/2020,,,,15240,11602,19299,2744,,,,,,
27/3/2020,,,,14928,11286,19149,2678,,,,,,
28/3/2020,,,,7878,5897,9181,1655,,,,,,
29/3/2020,,,,6587,4973,7195,1435,,,,,,
30/3/2020,,,,15054,11289,18975,2603,,,,,,
31/3/2020,,,,14975,11268,18814,2664,,,,,,
1/4/2020,,,,15471,11731,19229,2742,,,,,,
2/4/2020,,,,14667,11199,18322,2706,,,,,,
3/4/2020,,,,14803,11424,18120,2611,,,,,,
4/4/2020,,,,7979,6005,9072,1570,,,,,,
5/4/2020,,,,6606,5239,7208,1438,,,,,,
6/4/2020,,,,15174,11457,18499,2665,,,,,,
7/4/2020,,,,14489,11016,17840,2658,,,,,,
8/4/2020,,,,14509,11100,18048,2558,,,,,,
9/4/2020,,,,14775,10953,17749,2597,,,,,,
10/4/2020,,,,14377,11164,17764,2561,,,,,,
11/4/2020,,,,8532,6470,9065,1605,,,,,,
12/4/2020,,,,6758,5265,7244,1392,,,,,,
13/4/2020,,,,15916,11881,18998,2732,,,,,,
14/4/2020,,,,15412,11587,18611,2703,,,,,,
15/4/2020,,,,14931,11744,18453,2758,,,,,,
16/4/2020,,,,14662,11568,18041,2648,,,,,,
17/4/2020,,,,14683,11801,18616,2670,,,,,,
18/4/2020,,,,8325,6552,8966,1640,,,,,,
19/4/2020,,,,6801,5748,7234,1482,,,,,,
20/4/2020,,,,15538,12437,18884,2848,,,,,,
21/4/2020,,,,14961,12046,18485,2779,,,,,,
22/4/2020,,,,14635,11997,18594,2756,,,,,,
23/4/2020,,,,15360,12412,18908,2861,,,,,,
24/4/2020,,,,14413,11547,17724,2526,,,,,,
25/4/2020,,,,8429,6825,9413,1656,,,,,,
26/4/2020,,,,7012,5888,7455,1504,,,,,,
27/4/2020,,,,15923,12942,19756,2922,,,,,,
28/4/2020,,,,15671,12682,19402,3065,,,,,,
29/4/2020,,,,16596,13207,20381,2938,,,,,,
30/4/2020,,,,16763,13831,21291,3039,,,,,,
1/5/2020,,,,8492,6656,9313,1522,,,,,,
2/5/2020,,,,10159,7988,11019,1765,,,,,,
3/5/2020,,,,8418,7234,9176,1568,,,,,,
4/5/2020,,,,39175,32976,42714,7434,,,,,,
5/5/2020,,,,40157,32711,44468,7686,,,,,,
6/5/2020,,,,42038,34366,46874,7620,,,,,,
7/5/2020,,,,23228,18374,22738,4848,,,,,,
8/5/2020,,,,42457,34171,46917,8011,,,,,,
9/5/2020,,,,27820,21862,27290,5172,,,,,,
10/5/2020,,,,21943,17436,20718,4464,,,,,,
